,Unnamed: 0,file,case,framenumber,class
69419,69419,Proefpersoon22018_Sessie1,visible,0,4
69420,69420,Proefpersoon22018_Sessie1,visible,1,4
69421,69421,Proefpersoon22018_Sessie1,visible,2,4
69422,69422,Proefpersoon22018_Sessie1,visible,3,4
69423,69423,Proefpersoon22018_Sessie1,visible,4,4
69424,69424,Proefpersoon22018_Sessie1,visible,5,4
69425,69425,Proefpersoon22018_Sessie1,visible,6,4
69426,69426,Proefpersoon22018_Sessie1,visible,7,4
69427,69427,Proefpersoon22018_Sessie1,visible,8,4
69428,69428,Proefpersoon22018_Sessie1,visible,9,4
69429,69429,Proefpersoon22018_Sessie1,visible,10,4
69430,69430,Proefpersoon22018_Sessie1,visible,11,4
69431,69431,Proefpersoon22018_Sessie1,visible,12,4
69432,69432,Proefpersoon22018_Sessie1,visible,13,4
69433,69433,Proefpersoon22018_Sessie1,visible,14,4
69434,69434,Proefpersoon22018_Sessie1,visible,15,4
69435,69435,Proefpersoon22018_Sessie1,visible,16,4
69436,69436,Proefpersoon22018_Sessie1,visible,17,4
69437,69437,Proefpersoon22018_Sessie1,visible,18,4
69438,69438,Proefpersoon22018_Sessie1,visible,19,4
69439,69439,Proefpersoon22018_Sessie1,visible,20,4
69440,69440,Proefpersoon22018_Sessie1,visible,21,4
69441,69441,Proefpersoon22018_Sessie1,visible,22,4
69442,69442,Proefpersoon22018_Sessie1,visible,23,4
69443,69443,Proefpersoon22018_Sessie1,visible,24,4
69444,69444,Proefpersoon22018_Sessie1,visible,25,4
69445,69445,Proefpersoon22018_Sessie1,visible,26,4
69446,69446,Proefpersoon22018_Sessie1,visible,27,4
69447,69447,Proefpersoon22018_Sessie1,visible,28,4
69448,69448,Proefpersoon22018_Sessie1,visible,29,4
69449,69449,Proefpersoon22018_Sessie1,visible,30,4
69450,69450,Proefpersoon22018_Sessie1,visible,31,4
69451,69451,Proefpersoon22018_Sessie1,visible,32,4
69452,69452,Proefpersoon22018_Sessie1,visible,33,4
69453,69453,Proefpersoon22018_Sessie1,visible,34,4
69454,69454,Proefpersoon22018_Sessie1,visible,35,4
69455,69455,Proefpersoon22018_Sessie1,visible,36,4
69456,69456,Proefpersoon22018_Sessie1,visible,37,4
69457,69457,Proefpersoon22018_Sessie1,visible,38,4
69458,69458,Proefpersoon22018_Sessie1,visible,39,4
69459,69459,Proefpersoon22018_Sessie1,visible,40,4
69460,69460,Proefpersoon22018_Sessie1,visible,41,4
69461,69461,Proefpersoon22018_Sessie1,visible,42,4
69462,69462,Proefpersoon22018_Sessie1,visible,43,4
69463,69463,Proefpersoon22018_Sessie1,visible,44,4
69464,69464,Proefpersoon22018_Sessie1,visible,45,4
69465,69465,Proefpersoon22018_Sessie1,visible,46,4
69466,69466,Proefpersoon22018_Sessie1,visible,47,4
69467,69467,Proefpersoon22018_Sessie1,visible,48,4
69468,69468,Proefpersoon22018_Sessie1,visible,49,4
69469,69469,Proefpersoon22018_Sessie1,visible,50,4
69470,69470,Proefpersoon22018_Sessie1,visible,51,4
69471,69471,Proefpersoon22018_Sessie1,visible,52,4
69472,69472,Proefpersoon22018_Sessie1,visible,53,4
69473,69473,Proefpersoon22018_Sessie1,visible,54,4
69474,69474,Proefpersoon22018_Sessie1,visible,55,4
69475,69475,Proefpersoon22018_Sessie1,visible,56,4
69476,69476,Proefpersoon22018_Sessie1,visible,57,4
69477,69477,Proefpersoon22018_Sessie1,visible,58,4
69478,69478,Proefpersoon22018_Sessie1,visible,59,4
69479,69479,Proefpersoon22018_Sessie1,visible,60,4
69480,69480,Proefpersoon22018_Sessie1,visible,61,4
69481,69481,Proefpersoon22018_Sessie1,visible,62,4
69482,69482,Proefpersoon22018_Sessie1,visible,63,4
69483,69483,Proefpersoon22018_Sessie1,visible,64,4
69484,69484,Proefpersoon22018_Sessie1,visible,65,4
69485,69485,Proefpersoon22018_Sessie1,visible,66,4
69486,69486,Proefpersoon22018_Sessie1,visible,67,4
69487,69487,Proefpersoon22018_Sessie1,visible,68,4
69488,69488,Proefpersoon22018_Sessie1,visible,69,4
69489,69489,Proefpersoon22018_Sessie1,visible,70,4
69490,69490,Proefpersoon22018_Sessie1,visible,71,4
69491,69491,Proefpersoon22018_Sessie1,visible,72,4
69492,69492,Proefpersoon22018_Sessie1,visible,73,4
69493,69493,Proefpersoon22018_Sessie1,visible,74,4
69494,69494,Proefpersoon22018_Sessie1,visible,75,4
69495,69495,Proefpersoon22018_Sessie1,visible,76,4
69496,69496,Proefpersoon22018_Sessie1,visible,77,4
69497,69497,Proefpersoon22018_Sessie1,visible,78,4
69498,69498,Proefpersoon22018_Sessie1,visible,79,4
69499,69499,Proefpersoon22018_Sessie1,visible,80,4
69500,69500,Proefpersoon22018_Sessie1,visible,81,4
69501,69501,Proefpersoon22018_Sessie1,visible,82,4
69502,69502,Proefpersoon22018_Sessie1,visible,83,4
69503,69503,Proefpersoon22018_Sessie1,visible,84,4
69504,69504,Proefpersoon22018_Sessie1,visible,85,4
69505,69505,Proefpersoon22018_Sessie1,visible,86,4
69506,69506,Proefpersoon22018_Sessie1,visible,87,4
69507,69507,Proefpersoon22018_Sessie1,visible,88,4
69508,69508,Proefpersoon22018_Sessie1,visible,89,4
69509,69509,Proefpersoon22018_Sessie1,visible,90,4
69510,69510,Proefpersoon22018_Sessie1,visible,91,4
69511,69511,Proefpersoon22018_Sessie1,visible,92,4
69512,69512,Proefpersoon22018_Sessie1,visible,93,4
69513,69513,Proefpersoon22018_Sessie1,visible,94,4
69514,69514,Proefpersoon22018_Sessie1,visible,95,4
69515,69515,Proefpersoon22018_Sessie1,visible,96,4
69516,69516,Proefpersoon22018_Sessie1,visible,97,4
69517,69517,Proefpersoon22018_Sessie1,visible,98,4
69518,69518,Proefpersoon22018_Sessie1,visible,99,4
69519,69519,Proefpersoon22018_Sessie1,visible,100,4
69520,69520,Proefpersoon22018_Sessie1,visible,101,4
69521,69521,Proefpersoon22018_Sessie1,visible,102,4
69522,69522,Proefpersoon22018_Sessie1,visible,103,4
69523,69523,Proefpersoon22018_Sessie1,visible,104,4
69524,69524,Proefpersoon22018_Sessie1,visible,105,4
69525,69525,Proefpersoon22018_Sessie1,visible,106,4
69526,69526,Proefpersoon22018_Sessie1,visible,107,4
69527,69527,Proefpersoon22018_Sessie1,visible,108,4
69528,69528,Proefpersoon22018_Sessie1,visible,109,4
69529,69529,Proefpersoon22018_Sessie1,visible,110,4
69530,69530,Proefpersoon22018_Sessie1,visible,111,4
69531,69531,Proefpersoon22018_Sessie1,visible,112,4
69532,69532,Proefpersoon22018_Sessie1,visible,113,4
69533,69533,Proefpersoon22018_Sessie1,visible,114,4
69534,69534,Proefpersoon22018_Sessie1,visible,115,4
69535,69535,Proefpersoon22018_Sessie1,visible,116,4
69536,69536,Proefpersoon22018_Sessie1,visible,117,4
69537,69537,Proefpersoon22018_Sessie1,visible,118,4
69538,69538,Proefpersoon22018_Sessie1,visible,119,4
69539,69539,Proefpersoon22018_Sessie1,visible,120,4
69540,69540,Proefpersoon22018_Sessie1,visible,121,4
69541,69541,Proefpersoon22018_Sessie1,visible,122,4
69542,69542,Proefpersoon22018_Sessie1,visible,123,4
69543,69543,Proefpersoon22018_Sessie1,visible,124,4
69544,69544,Proefpersoon22018_Sessie1,visible,125,4
69545,69545,Proefpersoon22018_Sessie1,visible,126,4
69546,69546,Proefpersoon22018_Sessie1,visible,127,4
69547,69547,Proefpersoon22018_Sessie1,visible,128,4
69548,69548,Proefpersoon22018_Sessie1,visible,129,4
69549,69549,Proefpersoon22018_Sessie1,visible,130,4
69550,69550,Proefpersoon22018_Sessie1,visible,131,4
69551,69551,Proefpersoon22018_Sessie1,visible,132,4
69552,69552,Proefpersoon22018_Sessie1,visible,133,4
69553,69553,Proefpersoon22018_Sessie1,visible,134,4
69554,69554,Proefpersoon22018_Sessie1,visible,135,4
69555,69555,Proefpersoon22018_Sessie1,visible,136,4
69556,69556,Proefpersoon22018_Sessie1,visible,137,4
69557,69557,Proefpersoon22018_Sessie1,visible,138,4
69558,69558,Proefpersoon22018_Sessie1,visible,139,4
69559,69559,Proefpersoon22018_Sessie1,visible,140,4
69560,69560,Proefpersoon22018_Sessie1,visible,141,4
69561,69561,Proefpersoon22018_Sessie1,visible,142,4
69562,69562,Proefpersoon22018_Sessie1,visible,143,4
69563,69563,Proefpersoon22018_Sessie1,visible,144,4
69564,69564,Proefpersoon22018_Sessie1,visible,145,4
69565,69565,Proefpersoon22018_Sessie1,visible,146,4
69566,69566,Proefpersoon22018_Sessie1,visible,147,4
69567,69567,Proefpersoon22018_Sessie1,visible,148,4
69568,69568,Proefpersoon22018_Sessie1,visible,149,4
69569,69569,Proefpersoon22018_Sessie1,visible,150,4
69570,69570,Proefpersoon22018_Sessie1,visible,151,4
69571,69571,Proefpersoon22018_Sessie1,visible,152,4
69572,69572,Proefpersoon22018_Sessie1,visible,153,4
69573,69573,Proefpersoon22018_Sessie1,visible,154,4
69574,69574,Proefpersoon22018_Sessie1,visible,155,4
69575,69575,Proefpersoon22018_Sessie1,visible,156,4
69576,69576,Proefpersoon22018_Sessie1,visible,157,4
69577,69577,Proefpersoon22018_Sessie1,visible,158,4
69578,69578,Proefpersoon22018_Sessie1,visible,159,4
69579,69579,Proefpersoon22018_Sessie1,visible,160,4
69580,69580,Proefpersoon22018_Sessie1,visible,161,4
69581,69581,Proefpersoon22018_Sessie1,visible,162,4
69582,69582,Proefpersoon22018_Sessie1,visible,163,4
69583,69583,Proefpersoon22018_Sessie1,visible,164,4
69584,69584,Proefpersoon22018_Sessie1,visible,165,4
69585,69585,Proefpersoon22018_Sessie1,visible,166,4
69586,69586,Proefpersoon22018_Sessie1,visible,167,4
69587,69587,Proefpersoon22018_Sessie1,visible,168,4
69588,69588,Proefpersoon22018_Sessie1,visible,169,4
69589,69589,Proefpersoon22018_Sessie1,visible,170,4
69590,69590,Proefpersoon22018_Sessie1,visible,171,4
69591,69591,Proefpersoon22018_Sessie1,visible,172,4
69592,69592,Proefpersoon22018_Sessie1,visible,173,4
69593,69593,Proefpersoon22018_Sessie1,visible,174,4
69594,69594,Proefpersoon22018_Sessie1,visible,175,4
69595,69595,Proefpersoon22018_Sessie1,visible,176,4
69596,69596,Proefpersoon22018_Sessie1,visible,177,4
69597,69597,Proefpersoon22018_Sessie1,visible,178,4
69598,69598,Proefpersoon22018_Sessie1,visible,179,4
69599,69599,Proefpersoon22018_Sessie1,visible,180,4
69600,69600,Proefpersoon22018_Sessie1,visible,181,4
69601,69601,Proefpersoon22018_Sessie1,visible,182,4
69602,69602,Proefpersoon22018_Sessie1,visible,183,4
69603,69603,Proefpersoon22018_Sessie1,visible,184,4
69604,69604,Proefpersoon22018_Sessie1,visible,185,4
69605,69605,Proefpersoon22018_Sessie1,visible,186,4
69606,69606,Proefpersoon22018_Sessie1,visible,187,4
69607,69607,Proefpersoon22018_Sessie1,visible,188,4
69608,69608,Proefpersoon22018_Sessie1,visible,189,4
69609,69609,Proefpersoon22018_Sessie1,visible,190,4
69610,69610,Proefpersoon22018_Sessie1,visible,191,4
69611,69611,Proefpersoon22018_Sessie1,visible,192,4
69612,69612,Proefpersoon22018_Sessie1,visible,193,4
69613,69613,Proefpersoon22018_Sessie1,visible,194,4
69614,69614,Proefpersoon22018_Sessie1,visible,195,4
69615,69615,Proefpersoon22018_Sessie1,visible,196,4
69616,69616,Proefpersoon22018_Sessie1,visible,197,4
69617,69617,Proefpersoon22018_Sessie1,visible,198,4
69618,69618,Proefpersoon22018_Sessie1,visible,199,4
69619,69619,Proefpersoon22018_Sessie1,visible,200,4
69620,69620,Proefpersoon22018_Sessie1,visible,201,4
69621,69621,Proefpersoon22018_Sessie1,visible,202,4
69622,69622,Proefpersoon22018_Sessie1,visible,203,4
69623,69623,Proefpersoon22018_Sessie1,visible,204,4
69624,69624,Proefpersoon22018_Sessie1,visible,205,4
69625,69625,Proefpersoon22018_Sessie1,visible,206,4
69626,69626,Proefpersoon22018_Sessie1,visible,207,4
69627,69627,Proefpersoon22018_Sessie1,visible,208,4
69628,69628,Proefpersoon22018_Sessie1,visible,209,4
69629,69629,Proefpersoon22018_Sessie1,visible,210,4
69630,69630,Proefpersoon22018_Sessie1,visible,211,4
69631,69631,Proefpersoon22018_Sessie1,visible,212,4
69632,69632,Proefpersoon22018_Sessie1,visible,213,4
69633,69633,Proefpersoon22018_Sessie1,visible,214,4
69634,69634,Proefpersoon22018_Sessie1,visible,215,4
69635,69635,Proefpersoon22018_Sessie1,visible,216,4
69636,69636,Proefpersoon22018_Sessie1,visible,217,4
69637,69637,Proefpersoon22018_Sessie1,visible,218,4
69638,69638,Proefpersoon22018_Sessie1,visible,219,4
69639,69639,Proefpersoon22018_Sessie1,visible,220,4
69640,69640,Proefpersoon22018_Sessie1,visible,221,4
69641,69641,Proefpersoon22018_Sessie1,visible,222,4
69642,69642,Proefpersoon22018_Sessie1,visible,223,4
69643,69643,Proefpersoon22018_Sessie1,visible,224,4
69644,69644,Proefpersoon22018_Sessie1,visible,225,4
69645,69645,Proefpersoon22018_Sessie1,visible,226,4
69646,69646,Proefpersoon22018_Sessie1,visible,227,4
69647,69647,Proefpersoon22018_Sessie1,visible,228,4
69648,69648,Proefpersoon22018_Sessie1,visible,229,4
69649,69649,Proefpersoon22018_Sessie1,visible,230,4
69650,69650,Proefpersoon22018_Sessie1,visible,231,4
69651,69651,Proefpersoon22018_Sessie1,visible,232,4
69652,69652,Proefpersoon22018_Sessie1,visible,233,4
69653,69653,Proefpersoon22018_Sessie1,visible,234,4
69654,69654,Proefpersoon22018_Sessie1,visible,235,4
69655,69655,Proefpersoon22018_Sessie1,visible,236,4
69656,69656,Proefpersoon22018_Sessie1,visible,237,4
69657,69657,Proefpersoon22018_Sessie1,visible,238,4
69658,69658,Proefpersoon22018_Sessie1,visible,239,4
69659,69659,Proefpersoon22018_Sessie1,visible,240,4
69660,69660,Proefpersoon22018_Sessie1,visible,241,4
69661,69661,Proefpersoon22018_Sessie1,visible,242,4
69662,69662,Proefpersoon22018_Sessie1,visible,243,4
69663,69663,Proefpersoon22018_Sessie1,visible,244,4
69664,69664,Proefpersoon22018_Sessie1,visible,245,4
69665,69665,Proefpersoon22018_Sessie1,visible,246,4
69666,69666,Proefpersoon22018_Sessie1,visible,247,4
69667,69667,Proefpersoon22018_Sessie1,visible,248,4
69668,69668,Proefpersoon22018_Sessie1,visible,249,4
69669,69669,Proefpersoon22018_Sessie1,visible,250,4
69670,69670,Proefpersoon22018_Sessie1,visible,251,4
69671,69671,Proefpersoon22018_Sessie1,visible,252,4
69672,69672,Proefpersoon22018_Sessie1,visible,253,4
69673,69673,Proefpersoon22018_Sessie1,visible,254,4
69674,69674,Proefpersoon22018_Sessie1,visible,255,4
69675,69675,Proefpersoon22018_Sessie1,visible,256,4
69676,69676,Proefpersoon22018_Sessie1,visible,257,4
69677,69677,Proefpersoon22018_Sessie1,visible,258,4
69678,69678,Proefpersoon22018_Sessie1,visible,259,4
69679,69679,Proefpersoon22018_Sessie1,visible,260,4
69680,69680,Proefpersoon22018_Sessie1,visible,261,4
69681,69681,Proefpersoon22018_Sessie1,visible,262,4
69682,69682,Proefpersoon22018_Sessie1,visible,263,4
69683,69683,Proefpersoon22018_Sessie1,visible,264,4
69684,69684,Proefpersoon22018_Sessie1,visible,265,4
69685,69685,Proefpersoon22018_Sessie1,visible,266,4
69686,69686,Proefpersoon22018_Sessie1,visible,267,4
69687,69687,Proefpersoon22018_Sessie1,visible,268,4
69688,69688,Proefpersoon22018_Sessie1,visible,269,4
69689,69689,Proefpersoon22018_Sessie1,visible,270,4
69690,69690,Proefpersoon22018_Sessie1,visible,271,4
69691,69691,Proefpersoon22018_Sessie1,visible,272,4
69692,69692,Proefpersoon22018_Sessie1,visible,273,4
69693,69693,Proefpersoon22018_Sessie1,visible,274,4
69694,69694,Proefpersoon22018_Sessie1,visible,275,4
69695,69695,Proefpersoon22018_Sessie1,visible,276,4
69696,69696,Proefpersoon22018_Sessie1,visible,277,4
69697,69697,Proefpersoon22018_Sessie1,visible,278,4
69698,69698,Proefpersoon22018_Sessie1,visible,279,4
69699,69699,Proefpersoon22018_Sessie1,visible,280,4
69700,69700,Proefpersoon22018_Sessie1,visible,281,4
69701,69701,Proefpersoon22018_Sessie1,visible,282,4
69702,69702,Proefpersoon22018_Sessie1,visible,283,4
69703,69703,Proefpersoon22018_Sessie1,visible,284,4
69704,69704,Proefpersoon22018_Sessie1,visible,285,4
69705,69705,Proefpersoon22018_Sessie1,visible,286,4
69706,69706,Proefpersoon22018_Sessie1,visible,287,4
69707,69707,Proefpersoon22018_Sessie1,visible,288,4
69708,69708,Proefpersoon22018_Sessie1,visible,289,4
69709,69709,Proefpersoon22018_Sessie1,visible,290,4
69710,69710,Proefpersoon22018_Sessie1,visible,291,4
69711,69711,Proefpersoon22018_Sessie1,visible,292,4
69712,69712,Proefpersoon22018_Sessie1,visible,293,4
69713,69713,Proefpersoon22018_Sessie1,visible,294,4
69714,69714,Proefpersoon22018_Sessie1,visible,295,4
69715,69715,Proefpersoon22018_Sessie1,visible,296,4
69716,69716,Proefpersoon22018_Sessie1,visible,297,4
69717,69717,Proefpersoon22018_Sessie1,visible,298,4
69718,69718,Proefpersoon22018_Sessie1,visible,299,4
69719,69719,Proefpersoon22018_Sessie1,visible,300,4
69720,69720,Proefpersoon22018_Sessie1,visible,301,4
69721,69721,Proefpersoon22018_Sessie1,visible,302,4
69722,69722,Proefpersoon22018_Sessie1,visible,303,4
69723,69723,Proefpersoon22018_Sessie1,visible,304,4
69724,69724,Proefpersoon22018_Sessie1,visible,305,4
69725,69725,Proefpersoon22018_Sessie1,visible,306,4
69726,69726,Proefpersoon22018_Sessie1,visible,307,4
69727,69727,Proefpersoon22018_Sessie1,visible,308,4
69728,69728,Proefpersoon22018_Sessie1,visible,309,4
69729,69729,Proefpersoon22018_Sessie1,visible,310,4
69730,69730,Proefpersoon22018_Sessie1,visible,311,4
69731,69731,Proefpersoon22018_Sessie1,visible,312,4
69732,69732,Proefpersoon22018_Sessie1,visible,313,4
69733,69733,Proefpersoon22018_Sessie1,visible,314,4
69734,69734,Proefpersoon22018_Sessie1,visible,315,4
69735,69735,Proefpersoon22018_Sessie1,visible,316,4
69736,69736,Proefpersoon22018_Sessie1,visible,317,4
69737,69737,Proefpersoon22018_Sessie1,visible,318,4
69738,69738,Proefpersoon22018_Sessie1,visible,319,4
69739,69739,Proefpersoon22018_Sessie1,visible,320,4
69740,69740,Proefpersoon22018_Sessie1,visible,321,4
69741,69741,Proefpersoon22018_Sessie1,visible,322,4
69742,69742,Proefpersoon22018_Sessie1,visible,323,4
69743,69743,Proefpersoon22018_Sessie1,visible,324,4
69744,69744,Proefpersoon22018_Sessie1,visible,325,4
69745,69745,Proefpersoon22018_Sessie1,visible,326,4
69746,69746,Proefpersoon22018_Sessie1,visible,327,4
69747,69747,Proefpersoon22018_Sessie1,visible,328,4
69748,69748,Proefpersoon22018_Sessie1,visible,329,4
69749,69749,Proefpersoon22018_Sessie1,visible,330,4
69750,69750,Proefpersoon22018_Sessie1,visible,331,4
69751,69751,Proefpersoon22018_Sessie1,visible,332,4
69752,69752,Proefpersoon22018_Sessie1,visible,333,4
69753,69753,Proefpersoon22018_Sessie1,visible,334,4
69754,69754,Proefpersoon22018_Sessie1,visible,335,4
69755,69755,Proefpersoon22018_Sessie1,visible,336,4
69756,69756,Proefpersoon22018_Sessie1,visible,337,4
69757,69757,Proefpersoon22018_Sessie1,visible,338,4
69758,69758,Proefpersoon22018_Sessie1,visible,339,4
69759,69759,Proefpersoon22018_Sessie1,visible,340,4
69760,69760,Proefpersoon22018_Sessie1,visible,341,4
69761,69761,Proefpersoon22018_Sessie1,visible,342,4
69762,69762,Proefpersoon22018_Sessie1,visible,343,4
69763,69763,Proefpersoon22018_Sessie1,visible,344,4
69764,69764,Proefpersoon22018_Sessie1,visible,345,4
69765,69765,Proefpersoon22018_Sessie1,visible,346,4
69766,69766,Proefpersoon22018_Sessie1,visible,347,4
69767,69767,Proefpersoon22018_Sessie1,visible,348,4
69768,69768,Proefpersoon22018_Sessie1,visible,349,4
