,Unnamed: 0,file,case,framenumber,class
80423,80423,Proefpersoon22030_Sessie1,visible,0,4
80424,80424,Proefpersoon22030_Sessie1,visible,1,4
80425,80425,Proefpersoon22030_Sessie1,visible,2,4
80426,80426,Proefpersoon22030_Sessie1,visible,3,4
80427,80427,Proefpersoon22030_Sessie1,visible,4,4
80428,80428,Proefpersoon22030_Sessie1,visible,5,4
80429,80429,Proefpersoon22030_Sessie1,visible,6,4
80430,80430,Proefpersoon22030_Sessie1,visible,7,4
80431,80431,Proefpersoon22030_Sessie1,visible,8,4
80432,80432,Proefpersoon22030_Sessie1,visible,9,4
80433,80433,Proefpersoon22030_Sessie1,visible,10,4
80434,80434,Proefpersoon22030_Sessie1,visible,11,4
80435,80435,Proefpersoon22030_Sessie1,visible,12,4
80436,80436,Proefpersoon22030_Sessie1,visible,13,4
80437,80437,Proefpersoon22030_Sessie1,visible,14,4
80438,80438,Proefpersoon22030_Sessie1,visible,15,4
80439,80439,Proefpersoon22030_Sessie1,visible,16,4
80440,80440,Proefpersoon22030_Sessie1,visible,17,4
80441,80441,Proefpersoon22030_Sessie1,visible,18,4
80442,80442,Proefpersoon22030_Sessie1,visible,19,4
80443,80443,Proefpersoon22030_Sessie1,visible,20,4
80444,80444,Proefpersoon22030_Sessie1,visible,21,4
80445,80445,Proefpersoon22030_Sessie1,visible,22,4
80446,80446,Proefpersoon22030_Sessie1,visible,23,4
80447,80447,Proefpersoon22030_Sessie1,visible,24,4
80448,80448,Proefpersoon22030_Sessie1,visible,25,4
80449,80449,Proefpersoon22030_Sessie1,visible,26,4
80450,80450,Proefpersoon22030_Sessie1,visible,27,4
80451,80451,Proefpersoon22030_Sessie1,visible,28,4
80452,80452,Proefpersoon22030_Sessie1,visible,29,4
80453,80453,Proefpersoon22030_Sessie1,visible,30,4
80454,80454,Proefpersoon22030_Sessie1,visible,31,4
80455,80455,Proefpersoon22030_Sessie1,visible,32,4
80456,80456,Proefpersoon22030_Sessie1,visible,33,4
80457,80457,Proefpersoon22030_Sessie1,visible,34,4
80458,80458,Proefpersoon22030_Sessie1,visible,35,4
80459,80459,Proefpersoon22030_Sessie1,visible,36,4
80460,80460,Proefpersoon22030_Sessie1,visible,37,4
80461,80461,Proefpersoon22030_Sessie1,visible,38,4
80462,80462,Proefpersoon22030_Sessie1,visible,39,4
80463,80463,Proefpersoon22030_Sessie1,visible,40,4
80464,80464,Proefpersoon22030_Sessie1,visible,41,4
80465,80465,Proefpersoon22030_Sessie1,visible,42,4
80466,80466,Proefpersoon22030_Sessie1,visible,43,4
80467,80467,Proefpersoon22030_Sessie1,visible,44,4
80468,80468,Proefpersoon22030_Sessie1,visible,45,4
80469,80469,Proefpersoon22030_Sessie1,visible,46,4
80470,80470,Proefpersoon22030_Sessie1,visible,47,4
80471,80471,Proefpersoon22030_Sessie1,visible,48,4
80472,80472,Proefpersoon22030_Sessie1,visible,49,4
80473,80473,Proefpersoon22030_Sessie1,visible,50,4
80474,80474,Proefpersoon22030_Sessie1,visible,51,4
80475,80475,Proefpersoon22030_Sessie1,visible,52,4
80476,80476,Proefpersoon22030_Sessie1,visible,53,4
80477,80477,Proefpersoon22030_Sessie1,visible,54,4
80478,80478,Proefpersoon22030_Sessie1,visible,55,4
80479,80479,Proefpersoon22030_Sessie1,visible,56,4
80480,80480,Proefpersoon22030_Sessie1,visible,57,4
80481,80481,Proefpersoon22030_Sessie1,visible,58,4
80482,80482,Proefpersoon22030_Sessie1,visible,59,4
80483,80483,Proefpersoon22030_Sessie1,visible,60,4
80484,80484,Proefpersoon22030_Sessie1,visible,61,4
80485,80485,Proefpersoon22030_Sessie1,visible,62,4
80486,80486,Proefpersoon22030_Sessie1,visible,63,4
80487,80487,Proefpersoon22030_Sessie1,visible,64,4
80488,80488,Proefpersoon22030_Sessie1,visible,65,4
80489,80489,Proefpersoon22030_Sessie1,visible,66,4
80490,80490,Proefpersoon22030_Sessie1,visible,67,4
80491,80491,Proefpersoon22030_Sessie1,visible,68,4
80492,80492,Proefpersoon22030_Sessie1,visible,69,4
80493,80493,Proefpersoon22030_Sessie1,visible,70,4
80494,80494,Proefpersoon22030_Sessie1,visible,71,4
80495,80495,Proefpersoon22030_Sessie1,visible,72,4
80496,80496,Proefpersoon22030_Sessie1,visible,73,4
80497,80497,Proefpersoon22030_Sessie1,visible,74,4
80498,80498,Proefpersoon22030_Sessie1,visible,75,4
80499,80499,Proefpersoon22030_Sessie1,visible,76,4
80500,80500,Proefpersoon22030_Sessie1,visible,77,4
80501,80501,Proefpersoon22030_Sessie1,visible,78,4
80502,80502,Proefpersoon22030_Sessie1,visible,79,4
80503,80503,Proefpersoon22030_Sessie1,visible,80,4
80504,80504,Proefpersoon22030_Sessie1,visible,81,4
80505,80505,Proefpersoon22030_Sessie1,visible,82,4
80506,80506,Proefpersoon22030_Sessie1,visible,83,4
80507,80507,Proefpersoon22030_Sessie1,visible,84,4
80508,80508,Proefpersoon22030_Sessie1,visible,85,4
80509,80509,Proefpersoon22030_Sessie1,visible,86,4
80510,80510,Proefpersoon22030_Sessie1,visible,87,4
80511,80511,Proefpersoon22030_Sessie1,visible,88,4
80512,80512,Proefpersoon22030_Sessie1,visible,89,4
80513,80513,Proefpersoon22030_Sessie1,visible,90,4
80514,80514,Proefpersoon22030_Sessie1,visible,91,4
80515,80515,Proefpersoon22030_Sessie1,visible,92,4
80516,80516,Proefpersoon22030_Sessie1,visible,93,4
80517,80517,Proefpersoon22030_Sessie1,visible,94,4
80518,80518,Proefpersoon22030_Sessie1,visible,95,4
80519,80519,Proefpersoon22030_Sessie1,visible,96,4
80520,80520,Proefpersoon22030_Sessie1,visible,97,4
80521,80521,Proefpersoon22030_Sessie1,visible,98,4
80522,80522,Proefpersoon22030_Sessie1,visible,99,4
80523,80523,Proefpersoon22030_Sessie1,visible,100,4
80524,80524,Proefpersoon22030_Sessie1,visible,101,4
