,Unnamed: 0,file,case,framenumber,class
44990,44990,51013_sessie3_taskrobotEngagement,invisible,0,4
44991,44991,51013_sessie3_taskrobotEngagement,invisible,1,4
44992,44992,51013_sessie3_taskrobotEngagement,invisible,2,4
44993,44993,51013_sessie3_taskrobotEngagement,invisible,3,4
44994,44994,51013_sessie3_taskrobotEngagement,invisible,4,4
44995,44995,51013_sessie3_taskrobotEngagement,invisible,5,4
44996,44996,51013_sessie3_taskrobotEngagement,invisible,6,4
44997,44997,51013_sessie3_taskrobotEngagement,invisible,7,4
44998,44998,51013_sessie3_taskrobotEngagement,invisible,8,4
44999,44999,51013_sessie3_taskrobotEngagement,invisible,9,4
45000,45000,51013_sessie3_taskrobotEngagement,invisible,10,4
45001,45001,51013_sessie3_taskrobotEngagement,invisible,11,4
45002,45002,51013_sessie3_taskrobotEngagement,invisible,12,4
45003,45003,51013_sessie3_taskrobotEngagement,invisible,13,4
45004,45004,51013_sessie3_taskrobotEngagement,invisible,14,4
45005,45005,51013_sessie3_taskrobotEngagement,invisible,15,4
45006,45006,51013_sessie3_taskrobotEngagement,invisible,16,4
45007,45007,51013_sessie3_taskrobotEngagement,invisible,17,4
45008,45008,51013_sessie3_taskrobotEngagement,invisible,18,4
45009,45009,51013_sessie3_taskrobotEngagement,invisible,19,4
45010,45010,51013_sessie3_taskrobotEngagement,invisible,20,4
45011,45011,51013_sessie3_taskrobotEngagement,invisible,21,4
45012,45012,51013_sessie3_taskrobotEngagement,invisible,22,4
45013,45013,51013_sessie3_taskrobotEngagement,invisible,23,4
45014,45014,51013_sessie3_taskrobotEngagement,invisible,24,4
45015,45015,51013_sessie3_taskrobotEngagement,invisible,25,4
45016,45016,51013_sessie3_taskrobotEngagement,invisible,26,4
45017,45017,51013_sessie3_taskrobotEngagement,invisible,27,4
45018,45018,51013_sessie3_taskrobotEngagement,invisible,28,4
45019,45019,51013_sessie3_taskrobotEngagement,invisible,29,4
45020,45020,51013_sessie3_taskrobotEngagement,invisible,30,4
45021,45021,51013_sessie3_taskrobotEngagement,invisible,31,4
45022,45022,51013_sessie3_taskrobotEngagement,invisible,32,4
45023,45023,51013_sessie3_taskrobotEngagement,invisible,33,4
45024,45024,51013_sessie3_taskrobotEngagement,invisible,34,4
45025,45025,51013_sessie3_taskrobotEngagement,invisible,35,4
45026,45026,51013_sessie3_taskrobotEngagement,invisible,36,4
45027,45027,51013_sessie3_taskrobotEngagement,invisible,37,4
45028,45028,51013_sessie3_taskrobotEngagement,invisible,38,4
45029,45029,51013_sessie3_taskrobotEngagement,invisible,39,4
45030,45030,51013_sessie3_taskrobotEngagement,invisible,40,4
45031,45031,51013_sessie3_taskrobotEngagement,invisible,41,4
45032,45032,51013_sessie3_taskrobotEngagement,invisible,42,4
45033,45033,51013_sessie3_taskrobotEngagement,invisible,43,4
45034,45034,51013_sessie3_taskrobotEngagement,invisible,44,4
45035,45035,51013_sessie3_taskrobotEngagement,invisible,45,4
45036,45036,51013_sessie3_taskrobotEngagement,invisible,46,4
45037,45037,51013_sessie3_taskrobotEngagement,invisible,47,4
45038,45038,51013_sessie3_taskrobotEngagement,invisible,48,4
45039,45039,51013_sessie3_taskrobotEngagement,invisible,49,4
45040,45040,51013_sessie3_taskrobotEngagement,invisible,50,4
45041,45041,51013_sessie3_taskrobotEngagement,invisible,51,4
45042,45042,51013_sessie3_taskrobotEngagement,invisible,52,4
45043,45043,51013_sessie3_taskrobotEngagement,invisible,53,4
45044,45044,51013_sessie3_taskrobotEngagement,invisible,54,4
45045,45045,51013_sessie3_taskrobotEngagement,invisible,55,4
45046,45046,51013_sessie3_taskrobotEngagement,invisible,56,4
45047,45047,51013_sessie3_taskrobotEngagement,invisible,57,4
45048,45048,51013_sessie3_taskrobotEngagement,invisible,58,4
45049,45049,51013_sessie3_taskrobotEngagement,invisible,59,4
