,Unnamed: 0,file,case,framenumber,class
233694,233694,33005_sessie3_taskrobotEngagement,visible,0,2
233695,233695,33005_sessie3_taskrobotEngagement,visible,1,2
233696,233696,33005_sessie3_taskrobotEngagement,visible,2,2
233697,233697,33005_sessie3_taskrobotEngagement,visible,3,2
233698,233698,33005_sessie3_taskrobotEngagement,visible,4,2
233699,233699,33005_sessie3_taskrobotEngagement,visible,5,2
233700,233700,33005_sessie3_taskrobotEngagement,visible,6,2
233701,233701,33005_sessie3_taskrobotEngagement,visible,7,2
233702,233702,33005_sessie3_taskrobotEngagement,visible,8,2
233703,233703,33005_sessie3_taskrobotEngagement,visible,9,2
233704,233704,33005_sessie3_taskrobotEngagement,visible,10,2
233705,233705,33005_sessie3_taskrobotEngagement,visible,11,2
233706,233706,33005_sessie3_taskrobotEngagement,visible,12,2
233707,233707,33005_sessie3_taskrobotEngagement,visible,13,2
233708,233708,33005_sessie3_taskrobotEngagement,visible,14,2
233709,233709,33005_sessie3_taskrobotEngagement,visible,15,2
233710,233710,33005_sessie3_taskrobotEngagement,visible,16,2
233711,233711,33005_sessie3_taskrobotEngagement,visible,17,2
233712,233712,33005_sessie3_taskrobotEngagement,visible,18,2
233713,233713,33005_sessie3_taskrobotEngagement,visible,19,2
233714,233714,33005_sessie3_taskrobotEngagement,visible,20,2
233715,233715,33005_sessie3_taskrobotEngagement,visible,21,2
233716,233716,33005_sessie3_taskrobotEngagement,visible,22,2
233717,233717,33005_sessie3_taskrobotEngagement,visible,23,2
233718,233718,33005_sessie3_taskrobotEngagement,visible,24,2
233719,233719,33005_sessie3_taskrobotEngagement,visible,25,2
233720,233720,33005_sessie3_taskrobotEngagement,visible,26,2
233721,233721,33005_sessie3_taskrobotEngagement,visible,27,2
233722,233722,33005_sessie3_taskrobotEngagement,visible,28,2
233723,233723,33005_sessie3_taskrobotEngagement,visible,29,2
233724,233724,33005_sessie3_taskrobotEngagement,visible,30,2
233725,233725,33005_sessie3_taskrobotEngagement,visible,31,2
233726,233726,33005_sessie3_taskrobotEngagement,visible,32,2
233727,233727,33005_sessie3_taskrobotEngagement,visible,33,2
233728,233728,33005_sessie3_taskrobotEngagement,visible,34,2
233729,233729,33005_sessie3_taskrobotEngagement,visible,35,2
233730,233730,33005_sessie3_taskrobotEngagement,visible,36,2
233731,233731,33005_sessie3_taskrobotEngagement,visible,37,2
233732,233732,33005_sessie3_taskrobotEngagement,visible,38,2
233733,233733,33005_sessie3_taskrobotEngagement,visible,39,2
233734,233734,33005_sessie3_taskrobotEngagement,visible,40,2
