,Unnamed: 0,file,case,framenumber,class
39624,39624,51013_sessie1_taskrobotEngagement,invisible,0,4
39625,39625,51013_sessie1_taskrobotEngagement,invisible,1,4
39626,39626,51013_sessie1_taskrobotEngagement,invisible,2,4
39627,39627,51013_sessie1_taskrobotEngagement,invisible,3,4
39628,39628,51013_sessie1_taskrobotEngagement,invisible,4,4
39629,39629,51013_sessie1_taskrobotEngagement,invisible,5,4
39630,39630,51013_sessie1_taskrobotEngagement,invisible,6,4
39631,39631,51013_sessie1_taskrobotEngagement,invisible,7,4
39632,39632,51013_sessie1_taskrobotEngagement,invisible,8,4
39633,39633,51013_sessie1_taskrobotEngagement,invisible,9,4
39634,39634,51013_sessie1_taskrobotEngagement,invisible,10,4
39635,39635,51013_sessie1_taskrobotEngagement,invisible,11,4
39636,39636,51013_sessie1_taskrobotEngagement,invisible,12,4
39637,39637,51013_sessie1_taskrobotEngagement,invisible,13,4
39638,39638,51013_sessie1_taskrobotEngagement,invisible,14,4
39639,39639,51013_sessie1_taskrobotEngagement,invisible,15,4
39640,39640,51013_sessie1_taskrobotEngagement,invisible,16,4
39641,39641,51013_sessie1_taskrobotEngagement,invisible,17,4
39642,39642,51013_sessie1_taskrobotEngagement,invisible,18,4
39643,39643,51013_sessie1_taskrobotEngagement,invisible,19,4
39644,39644,51013_sessie1_taskrobotEngagement,invisible,20,4
39645,39645,51013_sessie1_taskrobotEngagement,invisible,21,4
39646,39646,51013_sessie1_taskrobotEngagement,invisible,22,4
39647,39647,51013_sessie1_taskrobotEngagement,invisible,23,4
39648,39648,51013_sessie1_taskrobotEngagement,invisible,24,4
39649,39649,51013_sessie1_taskrobotEngagement,invisible,25,4
39650,39650,51013_sessie1_taskrobotEngagement,invisible,26,4
39651,39651,51013_sessie1_taskrobotEngagement,invisible,27,4
39652,39652,51013_sessie1_taskrobotEngagement,invisible,28,4
39653,39653,51013_sessie1_taskrobotEngagement,invisible,29,4
39654,39654,51013_sessie1_taskrobotEngagement,invisible,30,4
39655,39655,51013_sessie1_taskrobotEngagement,invisible,31,4
39656,39656,51013_sessie1_taskrobotEngagement,invisible,32,4
39657,39657,51013_sessie1_taskrobotEngagement,invisible,33,4
39658,39658,51013_sessie1_taskrobotEngagement,invisible,34,4
39659,39659,51013_sessie1_taskrobotEngagement,invisible,35,4
39660,39660,51013_sessie1_taskrobotEngagement,invisible,36,4
39661,39661,51013_sessie1_taskrobotEngagement,invisible,37,4
39662,39662,51013_sessie1_taskrobotEngagement,invisible,38,4
39663,39663,51013_sessie1_taskrobotEngagement,invisible,39,4
39664,39664,51013_sessie1_taskrobotEngagement,invisible,40,4
39665,39665,51013_sessie1_taskrobotEngagement,invisible,41,4
